title,content,author,category,published_date,page_url
Unemployed jailed four years for stabbing senior police officer,"A 23-year-old unemployed man who stabbed a senior police officer multiple times with a jack knife on his back has been sentenced to four years imprisonment by an Accra Circuit Court.
Rashid Cidi, charged with causing harm, pleaded guilty.
The court, presided over by Evelyn Asamoah, convicted Cidi on his plea and sentenced him accordingly.
Prosecution, led by Chief Inspector Jonas Lawer, said the complainant, Assistant Superintendent of Police (ASP) Samuel A. Boah, a senior police officer, resided at Mc Carthy Hills, Accra, the same as Cidi.
Chief Inspector Lawer said Cidi allegedly engaged in prohibited drugs and terrorized neighhours.
On July 7, 2025, Cidi attempted to attack the police officer without any tangible reason.
The complainant, who was armed with his Service pistol, released a shot to restrain Cidi.
Prosecution said sensing danger, Cidi took to his heels.
The following day, early in the morning, the complainant was escorting his children to school when Cidi, armed with a jack knife, attacked him again.
Prosecution said the complainant tried to fire some shots from his Service pistol to deter Cidi.
That, notwithstanding, Cidi pounced on him and a struggle ensued between them, during Which Cidi stabbed the complainant multiple times at his back.
The complainant sustained multiple injuries and he was rushed to the Police Hospital , where he was admitted for treatment.
The police received a report and the jack knife was later retrieved from the scene.
Prosecution said the accused person went into hiding until November 17, 2025, when he was arrested to assist in investigations
Cidi identified the jack knife as the implement he used to stab the complainant.",,Crime, 30 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Unemployed-jailed-four-years-for-stabbing-senior-police-officer-2011641
Two police officers jailed 13 years for unlawful possession of narcotics,"Two officers of the Ghana Police Service have been sentenced to a combined 13 years in prison for unlawful possession and conspiracy to traffic narcotics, after being found guilty by a Circuit Court in Tema.
The two officers, Assistant Superintendent of Police (ASP) Nasiru Amadu and Corporal Emmanuel Mintah, were convicted by the court after nearly four years of trial.
Meet the female detective who emerged best graduating student of KAIPTC
According to news reports, the prosecutor, ASP Ernest Kuofie, explained that the case started in 2023 after an officer at the Afienya Police Command reported suspicious behavior by the two accused officers.
At the time, Amadu, 48, was the second-in-command at the Sakumono District Police Headquarters, and Mintah, 43, was his driver.
On November 19, 2023, police received information that a Nissan Navara with registration number GP 727 was carrying narcotics from Ho to Accra.
Around 7:15 PM that same day, the two officers arrived at a checkpoint and were stopped. A search of their vehicle revealed eight sacks containing 541 compressed parcels of suspected narcotics.
Police investigations showed that Mintah had a relative nicknamed Oluman, a known narcotics dealer living in Ashaiman Tulaku.
On the day of the incident, Oluman is reported to have hired Mintah to transport Indian hemp from Peki Tsibu in the Volta Region to Tulaku. Mintah then called Amadu, who also contacted Oluman to finalise the plan.
After agreeing on the job, the two officers drove the police vehicle, GP 727, from Sakumono to a forest near Peki Tsibu, where they received the drugs from a Benz bus.
They were arrested while transporting the substances. Investigators later discovered that this was the second time the officers had carried out such an illegal operation.
IGP death rumours - Police clarifies
The court found that the officers unlawfully possessed narcotics for the purpose of trafficking, violating Section 23(1) of the Criminal Offences Act, 1960, and Section 37(2)(b) of the Narcotic Control Commission Act, 2020 (Act 1019).
They were sentenced to years in prison, to run concurrently, and fined 10,000 penalty units (GH120,000). If they fail to pay the fine, they will each serve an additional three years in jail.
MAG/AE
UP's Solomon Owusu, Accra Mayor Micheal Allotey share fond memories of Nana Konadu",,Crime, 30 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Two-police-officers-jailed-13-years-for-unlawful-possession-of-narcotics-2011610
Pastor in court over publication of false news,"Emmanuel Appiah, head pastor of the Emmanuel Army Church, has appeared before an Accra Circuit Court on charges of offensive conduct conducive to a breach of the peace and publication of false news.
Appiah, also known as Appiah Biblical, founder of the church, is alleged to have made abusive and offensive statements against Dr Isaac Owusu Bempah, General Overseer of the Glorious Word Power Ministries, on various social media platforms.
He has pleaded not guilty.
The court admitted him to bail in the sum of GH100,000 with three sureties after he applied for bail.
It further directed the prosecution to file and serve disclosures on the accused.
The case has been adjourned to December 30, 2025.
Presenting the facts, the prosecution said on September 4, 2025, the complainant intercepted viral video footage on social media, including YouTube, in which the accused was seen and heard making statements allegedly intended to cause fear and panic.
The statements, which included several allegations against Rev. Owusu Bempah, were abusive and offensive, and amounted to conduct likely to provoke a breach of the peace, prosecution said.
The court heard that after making the remarks during a livestream programme, Appiah disseminated the audio and video across multiple social media platforms, including a YouTube account named SourcetubeTv.
The complainant subsequently lodged a report with the Police, leading to Appiahs arrest.
A forensic capture of the audio and video recordings was obtained as evidence and, with the assistance of the Ghana Institute of Languages, transcribed into written scripts.",,Crime, 30 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Pastor-in-court-over-publication-of-false-news-2011552
Marketing officer jailed 12 years in absentia for vehicle fraud,"An Accra Circuit Court has sentenced a marketing officer, Kwabena Osei Bonsu, to 12 years imprisonment in absentia for defrauding a vehicle owner of a Ford mini truck valued at GHC260,000.
Bonsu and his accomplices  Shirley Kusi Appiah, Diana Boakyewaa, and one Ben  are currently at large.
They allegedly posed as interested buyers and absconded with the truck after tricking the owner, Rexford Amanor Tetteh, into believing payment had been made.
Bonsu, charged with conspiracy and defrauding by false pretences, pleaded not guilty but later absconded during the trial.
The court, presided over by Justice Isaac Addo, a High Court judge sitting as an additional Circuit Court judge, found him guilty at the end of the proceedings.
Prosecutor ASP Seth Frimpong told the court that on July 15, 2022, the complainant advertised the truck for sale in Somanya and on social media.
Shirley contacted him to inspect and negotiate the price, while Bonsu waited in a vehicle as the group met the complainant.
After agreeing on a GHC260,000 sale price, the complainant provided a GCB Bank account number for payment.
The accused persons later lured him to Madina, claiming they had made the transfer, but fled with the vehicle while he verified the payment.
The complainant reported the matter to the CID, leading to Bonsus arrest on November 27, 2022, at Lake Side Estate.
He admitted registering the truck in his name and committing the offence with his accomplices.",,Crime, 29 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Marketing-officer-jailed-12-years-in-absentia-for-vehicle-fraud-2011435
Interior decorator remanded for defiling basic school student,"A 21-year-old interior decorator has been remanded into prison custody by the Asante Abuakwa circuit court in the Atwima Nwabiagya South Municipality for abducting and defiling a 15-year-old girl at Atwima-Koforidua.
Richard Agyei Bonsu pleaded not guilty to the charges of abduction and defilement and would be brought before the court on December 4, this year.
Police Chief Inspector Evans Ayimbisa, prosecuting, told the court presided over by Ms Rosemond Dodua Agyiri that the complainant, Bismark Opoku Kuffour, is the victim's uncle, who is a student at Mpasatia in the Atwima Mponua District.
He said on November 20, 2025, at about 1300 hours, the victim, returning home from town, met Bonsus friend, one Kwadwo, now at large, who lured her into his room and had sex with her.
After the act, Kwadwo escorted her out, informed the accused, and the accused also came and lured the girl into his room in the same vicinity.
According to the prosecution, the accused person kept the victim in his room and had sex with her till 1300 hours on the following day, before releasing her.
The victim went home straightaway and revealed her ordeal to her uncle.
Prosecution said the uncle, who had searched for the victim in the whole town, mobilised some people to arrest the accused person and handed him over to the Abuakwa police.
In his caution statement, the accused admitted having abducted and defiled the victim.
After further investigations, he was charged and brought before the court.",,Crime, 29 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Interior-decorator-remanded-for-defiling-basic-school-student-2011434
Police pursue suspects for shooting MoMo vendor during robbery,"Police in the Ashanti Region are investigating a robbery incident in which a Mobile Money vendor was attacked, robbed, and shot by assailants.
According to the Nkawie District Police, the incident occurred on Thursday, November 27, 2025, at about 8:00 PM.
The victim, identified as Akua Afriyie, 40, was reportedly assaulted by Kwabena Bioh and an accomplice while conducting her business.
Her sister, Georgina Antwi, reported the matter to the Nkawie Police Station around 8:45 PM.
Police officers, together with the complainant, proceeded to the Essuowin Model Health Centre, where the victim was receiving medical care.
Medical examination revealed that she had sustained two gunshot wounds to her lower right abdomen.
Afriyie has since been referred to the Komfo Anokye Teaching Hospital in Kumasi for further treatment, the statement said.
Police say strenuous efforts are underway to arrest the remaining suspect and bring those involved to justice.
VKB/AE
Here's how much Ghana pays anytime President Mahama and his vice use his brother's jet",,Crime, 28 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-pursue-suspects-for-shooting-MoMo-vendor-during-robbery-2011389
Unemployed man jailed four years for stabbing senior police officer,"A 23-year-old unemployed man who stabbed a senior police officer multiple times with a jack knife on his back has been sentenced to four years imprisonment by an Accra Circuit Court.
Rashid Cidi, charged with causing harm, pleaded guilty.
The court, presided over by Evelyn Asamoah, convicted Cidi on his plea and sentenced him accordingly.
The prosecution, led by Chief Inspector Jonas Lawer, said the complainant, Assistant Superintendent of Police (ASP) Samuel A. Boah, a senior police officer, resided at McCarthy Hills, Accra, the same address as Cidi.
Chief Inspector Lawer said Cidi allegedly engaged in prohibited drugs and terrorised neighbours.
On July 7, 2025, Cidi attempted to attack the police officer without any tangible reason.
The complainant, who was armed with his service pistol, released a shot to restrain Cidi.
The prosecution said that, sensing danger, Cidi took to his heels.
The following day, early in the morning, the complainant was escorting his children to school when Cidi, armed with a jack knife, attacked him again.
Prosecution said the complainant tried to fire some shots from his service pistol to deter Cidi.
That notwithstanding, Cidi pounced on him and a struggle ensued between them, during which Cidi stabbed the complainant multiple times in his back.
The complainant sustained multiple injuries and was rushed to the Police Hospital, where he was admitted for treatment.
The police received a report, and the jack knife was later retrieved from the scene.
The prosecution said the accused person went into hiding until November 17, 2025, when he was arrested to assist in investigations.
Cidi identified the jack knife as the implement he used to stab the complainant.",,Crime, 28 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Unemployed-man-jailed-four-years-for-stabbing-senior-police-officer-2011311
Police arrest 10 men over viral video of brutal assault on two women,"The
Ghana Police Service
has reportedly arrested 10 suspects over a viral video of a group of men abusing two women believed to have committed a taboo at Dawuranpong, a town in the Central Region.
According to a report by classfmonline.com, the arrests were conducted by the Inspector-General of Polices Special Cyber Vetting and Enforcement Team after a video of the disturbing physical assault of the two young women went viral.
The report indicated that three of the suspects  Eric Donkor, alias Killer Block, 32; Yaw Gyimah, 29; and Edmond Nartey, 24  were identified as those directly involved in the brutal act, including cutting through the victims scalps with a sharp razor.
The seven other suspects who were arrested for various roles in aiding and abetting the crime are Steven Amu, 24; Farouk Balas, 18; Mensah Bernard, 18; Adu Baggeo, 23; Bismark Nyarko, 30; Akwesi Poku George, 18; and Oteng Alfred, 23.
It also indicated that a key suspect, Tawiah, alias Awaga, who was seen in the video inflicting deep cuts on one of the women, is currently on the run.
Viral video of young woman assaulting man sparks public outrage
The police are reported to have stated that efforts are underway to track the key suspect down.
In the said video, one of the men, believed to be Tawiah, is captured cutting through one of the victims scalps with a sharp razor as she cried in agony.
It is not clear the offence committed by the two women, but one person could be heard saying in the video that the hair on their private parts should also be cut because they might be hiding their charm there.
The key suspect is seen in the video carrying out the instruction. He stopped cutting the hair of the victim and moved on to the other.
He could be seen removing her underwear before positioning her in a way that would allow him to cut the hair on her private part.
BAI
Watch the promo to GhanaWeb's latest documentary, which uncovers the evolution of kayamata,' an exploitative practice fueled by love charms and manipulation, titled, The Dark Side of Kayamata,' below:
Here's how much Ghana pays anytime President Mahama and his vice use his brother's jet
The wait is over! The GhanaWeb Excellence Awards 2025 is officially launched. Let's celebrate impact, innovation and excellence across Ghana.
Who deserves to be honoured this year?
Nominate now 
https://ghanaweb.com/ghanaexcellenceawards/nominate",,Crime, 26 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-arrest-10-men-over-viral-video-of-brutal-assault-on-two-women-2011167
Police arrest 10 suspects after armed attacks on road users in Wa West,"A joint PoliceMilitary operation has led to the arrest of ten suspects following a series of armed attacks on road users near the Kendeu community in the Wa West District of the Upper West Region.
The attacks, which occurred on Sunday, November 23, 2025, at about 2:00pm, involved a group of young armed men who reportedly robbed travellers of money and other valuables. Several market women were also assaulted and robbed while travelling along the route.
In a press release issued on November 25, 2025, the Police said a combined team of security personnel was swiftly deployed to the area, resulting in the arrest of ten suspects while other accomplices managed to escape.
Police nab Obuase Abompe 'girlfriend killer'
A combined team of Police and Military personnel were immediately deployed to the area, leading to the arrest of ten (10) suspects, whiles others fled. The operation led to the retrieval of five (5) locally manufactured guns, twenty-five (25) AA live cartridges, two (2) spent cartridges, two (2) knives, and several spiritual talismans, the statement said.
Officers retrieved five locally manufactured guns, twenty-five AA live cartridges, two spent cartridges, two knives and several spiritual talismans during the operation.
Preliminary investigations disclosed that the armed group had earlier abducted two victims, identified as John Gaan and Dari Moses Dondomor.
The two, along with their belongings, are yet to be located. Police say they are working closely with complainants and other individuals who are assisting with investigations.
The suspects remain in custody, while the retrieved items have been retained as exhibits.
According to the release, integrated patrols have been intensified in the area to enhance security and restore public confidence. Police leadership is also engaging community leaders and other stakeholders to support efforts to find the missing victims and help calm rising tensions.
2 sentenced to life imprisonment for 2017 Lapaz police shooting
The Upper West Regional Police Command commended the professionalism and swift response of the security officers involved in the operation, as well as the cooperation of sister agencies and community leaders.
Their collective efforts, the Command noted, contributed significantly to stabilising the situation.
The Police urged the public to remain cooperative and provide credible information to assist ongoing investigations as they continue to work to safeguard life and property.
MRA/MA
Also, watch as Global data protection expert highlights importance of data governance in policy making:",,Crime, 26 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-arrest-10-suspects-after-armed-attacks-on-road-users-in-Wa-West-2011148
"Police crack down on drug peddling in Tamale, 27 in custody","Police in the Northern Region have arrested 27 people after a series of coordinated raids targeting drug peddling in and around Tamale on November 19.
The operation, carried out by the Regional Police Command with support from the IGPs Special Operations Team, focused on known drug hotspots across the metropolis.
Those picked up include Iddrisu Abdul Bassit, Iddrisu Sadick, Yawuza Hishan, Yakubu Yussif, Alhassan Abukari, Mutaru Daniel Fisco, Ibrahim Abdul Wakil, Hawa Abdul Rahman, Latifa Iddrisu, Mariam Fuseini, Ibrahim Sadia and Alima Iddrisu, as well as Issah Latifa and several others yet to be identified.
Police say they seized dried leaves suspected to be cannabis, packaged in polythene bags, along with five motorbikes believed to have been used in the trade.
Follow-up operations in other parts of Tamale led to more arrests, bringing the total to 27. All the suspects were later handed over to the Northern Regional Drug Law Enforcement Unit for further investigation.
Nine of them, five women and four men, appeared before the Tamale Circuit Court on November 21, charged with possessing narcotic drugs without lawful authority.
Another suspect faced charges of unlawful possession of arms and ammunition. They all pleaded not guilty and were granted bail.
The remaining 18 suspects have been remanded into police custody as investigations continue.",,Crime, 26 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-crack-down-on-drug-peddling-in-Tamale-27-in-custody-2011102
Ghanaian AfCFTA staff charged with fraud for allegedly diverting GH221K to betting account,"Anthonette Ama Boakye, an Executive Assistant at the African Continental Free Trade Area (AfCFTA), has appeared before Circuit Court 3 in Accra, charged with defrauding by false pretences.
Prosecutors allege she diverted over GH221,000, intended for a ticket-procurement investment, into a sports betting account.
According to a report by citinewsroom.com on November 25, 2025, Boakye was granted GH200,000 bail with three sureties after pleading not guilty. Two of the sureties must be close relatives, while one is required to justify their involvement.
The report noted that facts presented in court indicate the accused had previously been arrested in 2023 over a different fraud allegation and detained at the Legon Police Station. During that period, she reportedly met Police Officer Vincent Ariston Attipoe, a close friend of the complainant, Alfred Adu, a US-based businessman.
Prosecutors told the court that Boakye allegedly presented Officer Attipoe with an investment opportunity in a flight-ticket procurement scheme, claiming it was associated with her former employer, USAID.
Officer Attipoe is said to have passed the investment proposal to Adu, who subsequently joined a three-way call with Boakye and agreed to make the investment.
The report further noted that between April and July 2024, Adu allegedly sent GH74,837 to Officer Attipoe on Boakyes behalf, and another GH146,913 directly into her mobile money and bank accounts, totaling GH221,750.
Prosecutors said Adu received no returns and, although he requested a refund, only GH20,000 was reportedly returned.
Investigators also informed the court that an examination of Boakyes mobile money statements revealed that a large portion of the funds had been moved into a Betway account and were reportedly used for sports betting.
The case has been adjourned to January 6, 2026.
Meanwhile, watch as Global Data Protection expert Patricia Poku outlines key projects she is leading:
AK/BAI",,Crime, 26 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Ghanaian-AfCFTA-staff-charged-with-fraud-for-allegedly-diverting-GH-221K-to-betting-account-2011035
Police nab Obuase Abompe 'girlfriend killer',"Police have arrested a 27-year-old man after his girlfriend was found dead in his room at Obuase Abompe in the Ashanti Region.
The suspect, Sylvester Sowah, was picked up at the Kyekyewere barrier while trying to leave the area.
According to police sources and people familiar with the couple, Sowah and his girlfriend, Charlotte Obeng, known in the community as Biggest Abena, had argued earlier in the day. She had reportedly complained about his constant marijuana smoking and told him she could no longer cope with the smoke in their shared space, which she said was affecting her health.
Later that night, around 10 pm, Abena was discovered dead in Sowahs room. He had allegedly gone into hiding soon after.
Police launched a search, leading to his arrest as he attempted to board a commercial vehicle out of town.
Sowah has since denied any involvement in Abenas death. Investigators say they are continuing their work to establish what happened.",,Crime, 25 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-nab-Obuase-Abompe-girlfriend-killer-2010965
2 suspected armed robbers lynched after allegedly killing 'okada' rider,"Two suspected armed robbers have been lynched after allegedly robbing and killing a commercial motor rider in the Awutu Senya West District of the Central Region.
This update was shared on the Facebook page of Crime Check TV on Monday, November 24, 2025.
Man jailed 15 years for defilement
""Two suspected armed robbers have been lynched after allegedly robbing and killing an Okada rider at Awutu Mampong in the Awutu Senya West District of the Central Region,"" the post read.
According to the details, the suspects engaged the services of the 19-year-old motor rider, Kofi Mensah, who had just completed senior high school.
Halfway through the journey, the two reportedly attacked the motor rider.
""The suspects are said to have hired the services of a 19-year-old Kofi Mensah, a rider, but shot him midway through the journey before fleeing with his motorbike, mobile phone, and an unspecified amount of money. They tied his hands with a rope before escaping,"" the post added.
3 Chinese nationals, Ghanaians attacked at gunpoint along Bibiani-Goaso Highway
Residents later discovered the lifeless body of the young rider and immediately launched an arrest for the suspects.
""Residents say the lifeless body of the young rider was discovered not long after the attack, triggering anger among the youth in the community. The group immediately launched a search in the surrounding area and, upon apprehending the suspects, subjected them to what eyewitnesses described as severe beating that resulted in their deaths,"" it noted.
All three bodies have since been transported by the Agona Swedru Police to the Police Hospital as investigations continue.
See the post below:
JKB/AE
Meanwhile, watch as Global Data Protection expert Patricia Poku outlines key projects she is leading:",,Crime, 25 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/2-suspected-armed-robbers-lynched-after-allegedly-killing-okada-rider-2010946
2 sentenced to life imprisonment for 2017 Lapaz police shooting,"Two men: Kassim Munkaila aka Ekpe Macho and Abdul Rahim aka Spata, have been sentenced to life imprisonment for the killing of a police officer and the attempted murder of another during a 2017 incident at Lapaz in the Greater Accra Region.
The convicts were charged with conspiracy and murder over the death of Constable Daniel Owusu, who was shot and killed instantly, and for the attempted murder of Constable Ziblim Alhassan, who sustained gunshot injuries but survived.
According to a report by dailyguidenetwork.com on November 25, 2025, the officers were on routine community patrol at Abeka Lapaz on July 13, 2017, when the convicts, riding an unregistered motorbike, opened fire without provocation.
2 arrested by IGP special operations team in Tamale
Constable Alhassan was first shot at a traffic light while helping a pedestrian, falling from his motorbike after being hit.
Constable Owusu, who was behind him, was also shot and killed instantly.
The killing sparked public outrage over police safety in Ghana.
The convicts went into hiding, prompting the Ghana Police Service to place a GH10,000 bounty on them.
They were later arrested through an intelligence-led operation and reportedly confessed to the crime during interrogation.
During the trial, presided over by Justice Lydia Osei Marfo of the Court of Appeal, sitting as an additional High Court judge, the convicts pleaded not guilty but were found guilty by a unanimous seven-member jury and sentenced to life imprisonment with hard labor.
Lapaz shooting: Killed police officer's gun was not working - MP alleges
Constable Owusu, who was enlisted in the Ghana Police Service on October 16, 2012, and posted to the Community Policing Unit, was laid to rest following an autopsy that confirmed hemorrhagic shock, severe chest injury, and gunshot wounds as the cause of death.
The incident had drawn condolences from then Vice President Dr Mahamudu Bawumia, then Interior Minister Ambrose Dery, and Inspector General of Police David Asante-Apeatu, who visited the family of the late officer.
MRA/AE
Also, watch as Global data protection expert highlights importance of data governance in policy making:",,Crime, 25 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/2-sentenced-to-life-imprisonment-for-2017-Lapaz-police-shooting-2010936
"3 Chinese nationals, Ghanaians attacked at gunpoint along Bibiani-Goaso Highway","Three Chinese nationals and some Ghanaians were reportedly robbed at gunpoint between Ahyiresu and Kwame Dwomoh Sreso along the Bibiani-Goaso Highway by unknown hoodlums.
According to a report by dailyguidenetwork.com, the robbers, armed with guns and other weapons, blocked the road around 7 PM on November 23, 2025, and made away with cash, mobile phones, and other valuables.
Man jailed 15 years for defilement
""The miscreants, numbering about eight, initially stopped a pick-up vehicle which was being driven by a Ghanaian with three Chinese nationals onboard.
""A few moments later, other vehicles plying the road bumped unto the crime scene and they were also stopped by the hoodlums, who then ordered their victims to lie on the road,"" it stated.
30-year-old man jailed 12 months for indecent assault on 4-year-old
The report further stated that by the time police rushed to the scene, the suspects had already fled.
Authorities have since launched a manhunt for the culprits, the report said.
""Photographs of the scene were taken for evidential purposes, adding that efforts are being made to get the culprits arrested and brought to book,"" it added.
JKB/AE
b>Meanwhile, watch as Global Data Protection expert Patricia Poku outlines key projects she is leading:",,Crime, 25 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/3-Chinese-nationals-Ghanaians-attacked-at-gunpoint-along-Bibiani-Goaso-Highway-2010935
Ghana police arrest Nigerian suspect wanted for murder in Ogun State,"The Eastern South Regional Police Command has arrested a 26-year-old Nigerian national, Victor Benjamin, wanted for the alleged abduction and murder of a Nigerian Federal Road Safety Corps (FRSC) officer and her daughter in Ogun State, Nigeria.
Regional Commander DCOP George Ohene-Boadi confirmed that the suspect fled Nigeria after the crime gained widespread attention and reportedly sought refuge in Ghana with friends in Akyem Wenchi, Akwatia.
An intelligence-led operation was swiftly deployed after police received information that Victor Benjamin was hiding at a friends house in the area, leading to his arrest.
The suspect is currently in police custody, and frantic efforts are underway to hand him over to the Nigerian authorities, DCOP Ohene-Boadi stated.
Police arrest individual from viral video of giving child a cigarette
We are entreating the public, as a matter of urgency, to report any suspicious movements of persons or groups in their communities to help prevent crime. The Ghana Police Service assures the public of sustained operations to deal with criminal activities within the jurisdiction, he added.
The arrest underscores the importance of cross-border collaboration between Ghanaian and Nigerian law enforcement agencies in tracking and apprehending fugitives. Authorities have urged citizens to remain vigilant and cooperate with the police to ensure safety within their communities.
Further updates on the case will be communicated by the Eastern South Regional Police Command as developments occur.
The Eastern South Regional Police Command has arrested 26-year-old Nigerian national Victor Benjamin Fejemirokum, wanted for the abduction and murder of a Nigerian FRSC officer and her daughter.
Regional Commander DCOP George Ohene-Boadi confirmed that the suspect, who fled...
pic.twitter.com/icURvZ86SW
 CITI FM 97.3 (@Citi973)
November 23, 2025
FG/MA
Meanwhile, watch the latest episode of Nkommo Wo Ho on GhanaWeb TV below",,Crime, 23 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Ghana-police-arrest-Nigerian-suspect-wanted-for-murder-in-Ogun-State-2010681
Caretaker allegedly pours hot water on nine-year-old girl for 'defecating' in room,"A nine-year-old girl is recovering from serious burns and knife wounds after allegedly being assaulted by her caretaker at Duase in the Kumasi Metropolis, according to a citinewsroom.com report.
The suspect, identified as Beauty Inakwe and believed to be the victims elder sister, allegedly poured hot water on the girl and cut her hand after she defecated in their room.
Residents say the suspect, who is known in the area as a sex worker, has been abusing the child for months.
According to neighbours, the suspect regularly locks the victim and her own child inside their single room at night while she leaves for work.
With no toilet facility in the room, the children depend on a public restroom.
When the girl is unable to reach it in time, she reportedly relieves herself in a plastic bag, a situation that often leads to severe punishment.
The latest incident occurred on Saturday November 22, 2025 and drew the attention of tenants, who rushed the injured child to the Manhyia Hospital.
Health officials confirmed that the girl had several old wounds, pointing to prolonged abuse.
Although she has been discharged, she is said to be in significant pain.
Health workers at the facility are reported to have told Citi News that they found several old bruises on the girl, indicating long-term abuse.
Police at the Kenyase District Command arrested the suspect but later granted her bail on Saturday, November 22, 2025.
AM/SSM
Ghana Armed Forces outlines new recruitment rules after El-Wak stampede
Parliament's Defence Committee impressed with Accra military recruitment setup
Watch the promo to GhanaWeb's latest documentary, which uncovers the evolution of kayamata,' an exploitative practice fueled by love charms and manipulation, titled, The Dark Side of Kayamata,' below:
The wait is over! The GhanaWeb Excellence Awards 2025 is officially launched. Let's Celebrate impact, innovation and excellence across Ghana.
Who deserves to be honoured this year?
Nominate now 
https://ghanaweb.com/ghanaexcellenceawards/nominate",,Crime, 23 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Caretaker-allegedly-pours-hot-water-on-nine-year-old-girl-for-defecating-in-room-2010626
Police arrest individual from viral video of giving child a cigarette,"The
Ghana Police Service
has arrested the man who was seen in a viral video administering a substance suspected to be a cigarette to a child.
A statement issued by the police stated that the suspect, identified as Samuel Obeng Asare Acheampong, was arrested on November 22, 2025.
He was arrested through an intelligence-led operation.
According to the police, the suspect admitted to the offence during interrogation and indicated to police that the incident occurred about five (5) years ago.
The statement added, The suspect is in custody, assisting the investigation, and will be put before the court.
The Police Service remains committed to ensuring the safety of children and would like to caution the public against acts that expose children to harm, since perpetrators will be pursued and arrested to face the full rigours of the law.",,Crime, 23 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-arrest-individual-from-viral-video-of-giving-child-a-cigarette-2010615
Three businessmen in court over sale of excavators as scrap,"Three persons who allegedly defrauded a scrap dealer of GH250,000 were on Friday put before an Accra Circuit Court.
Akwasi Boateng, 42, Eugene Ofosu, 40, and Richard Adomako, all businessmen, are alleged to have collected the amount under the pretext of selling to the victim five excavators as scrap.
Imoro Alhassan, the complainant, later found out the excavators did not belong to the accused persons.
The three have been charged with conspiracy to commit crime, to wit defrauding by false pretences and defrauding by false pretences.
Akwasi Boateng, who was present in court, pleaded not guilty to the charges.
Eugene Ofosu was absent, while Richard Adomako was at large, the court heard.
The court has admitted Boateng to bail in the sum of GH350,000 with two sureties, who must justify the bail with title documents in their names.
Prosecution was ordered to file their disclosures. It issued bench warrant against Ofosu and Adomako.
The prosecution case was that the complainant,  Imoro Alhassan, is a resident of Twifo Praso. Boateng, Ofosu and Adomako are all businessmen.
In October 2025, Ofosu approached the complainant that his boss, Adomako, had five excavators, which he was selling as scrap.
Prosecution said the complainant expressed interest in buying the excavators and Ofosu then sent him to Anyinam in the Easter Region to inspect the supposed excavators.
The complainant bargained with Ofosu and they agreed on GH70,000 each for the excavators, bringing the total to GH350,000.
Ofosu told the complainant that payment would be made in Accra and on October 3, 2025, Ofosu led the complainant to Afrikiko where they met Boateng.
The complainant made part payment of GH150,000 to Boateng for the excavators.
On October 7, Boateng and Ofosu met the complainant again at the Osu Cemetery where he paid GHc100,000 to Boateng.
On October 8, the complainant went to Anyinam to start cutting the excavators but was prevented from doing so by the security man in the yard.
It was disclosed that the excavators did not belong to Boateng and Adomako, who had collected the GH250,000 and went into hiding.
On October 10, Alhassan made a report to the police and on October 24, Ofosu was arrested at Twifo Praso.
He admitted having lured the complainant into buying the excavators in his cautioned statement.
On November 14, Boateng was arrested from his hideout at Kwabenya in Accra, and he also admitted having collected GH250,000 from the complainant.",,Crime, 23 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Three-businessmen-in-court-over-sale-of-excavators-as-scrap-2010612
